risk_id,kredit_id,risk_skoru,risk_kateqoriyasi,ayliq_gelir_melumati,ish_tecrubesi_il,teminat_varmi,kredit_teminat_deyeri
2984,2984,597,Orta,4250.89,13,Xeyr,
2985,2985,824,Aşağı,4791.02,19,Xeyr,
2986,2986,843,Aşağı,4508.58,11,Bəli,153264.45
2987,2987,338,Yüksək,4170.48,5,Bəli,26675.81
2988,2988,528,Orta,4451.74,6,Xeyr,
2989,2989,588,Orta,2615.73,2,Xeyr,
2990,2990,555,Orta,1418.04,30,Bəli,834.05
2991,2991,760,Aşağı,4727.91,7,Xeyr,
2992,2992,696,Orta,3990.49,11,Xeyr,
2993,2993,848,Aşağı,814.26,22,Xeyr,
2994,2994,601,Orta,3094.73,30,Bəli,3948.18
2995,2995,350,Yüksək,4092.5,28,Xeyr,
2996,2996,409,Yüksək,4517.83,19,Xeyr,
2997,2997,705,Aşağı,2023.96,23,Bəli,29533.99
2998,2998,774,Aşağı,4443.25,9,Xeyr,
2999,2999,373,Yüksək,3212.12,7,Bəli,110060.62
3000,3000,753,Aşağı,3685.48,30,Xeyr,
